dataset,workload,trace_tag,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
ligra,ligra_PageRankDelta,ligra_PageRankDelta.com-lj.ungraph.gcc_6.3.0_O3.drop_52000M.length_250M,0.64261599999999997,0.64997799999999994,1.011456297384441,0.64097099999999996,0.99744015088326465,0.65726700000000005,1.022798996601392
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_25000M.length_250M,0.278812,0.28834500000000002,1.0341914982138503,0.278781,0.99988881396783491,0.28841800000000001,1.034453323386368
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,0.27374900000000002,0.278252,1.0164493751575348,0.276667,1.0106593996690398,0.27838299999999999,1.0169279157184135
ligra,ligra_Radii,ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_36000M.length_250M,0.27706199999999997,0.28626099999999999,1.0332019547971212,0.27719700000000003,1.0004872555601276,0.28665200000000002,1.0346131912712679
qmm,fp,compute_fp_1_new,0.62531499999999995,0.63401399999999997,1.0139113886601154,0.62568900000000005,1.0005980985583267,0.63698600000000005,1.0186641932466038
qmm,fp,compute_fp_5_new,0.92797099999999999,0.94761700000000004,1.0211709202119463,0.91883999999999999,0.99016025285272924,0.94869800000000004,1.0223358273049481
qmm,fp,compute_fp_7_new,0.45395099999999999,0.46537899999999999,1.0251745232414953,0.45346900000000001,0.99893821139285965,0.46532699999999999,1.0250599734332559
qmm,int,compute_int_14_new,1.7845200000000001,1.86347,1.0442415887745724,1.7713000000000001,0.99259184542622103,1.8835999999999999,1.0555219330688363
qmm,int,compute_int_23_new,0.51675000000000004,0.53825400000000001,1.0416139332365746,0.51322999999999996,0.99318819545234627,0.54128900000000002,1.0474871794871794
qmm,int,compute_int_27_new,0.53737199999999996,0.59075,1.0993315617486583,0.53598199999999996,0.99741333750176786,0.60347600000000001,1.1230134804195233
