dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,llc_access,llc_hit,llc_miss,llc_mpki,llc_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec06,481.wrf,481.wrf-196B,481.wrf-196B.champsimtrace.xz,50000000,11376515,4.3950199999999997,3485,3485,0,0,0,247711,27119,220592,4.4118399999999998,0.89052200000000004,0,0,0,0,0,0,0,0,0,0
spec06,481.wrf,481.wrf-455B,481.wrf-455B.champsimtrace.xz,50000004,17283814,2.8928799999999999,5011,5011,0,0,0,359196,24910,334286,6.6857199999999999,0.93065100000000001,0,0,0,0,0,0,0,0,0,0
spec06,481.wrf,481.wrf-816B,481.wrf-816B.champsimtrace.xz,50000000,13838391,3.61314,5848,5848,0,0,0,424826,16956,407870,8.1574000000000009,0.96008700000000002,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-1100B,482.sphinx3-1100B.champsimtrace.xz,50000001,19857554,2.5179299999999998,60240,60240,0,0,0,914453,293503,620950,12.419,0.67903999999999998,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-1297B,482.sphinx3-1297B.champsimtrace.xz,50000001,24086149,2.0758800000000002,90772,90772,0,0,0,1121064,418503,702561,14.0512,0.626691,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-1395B,482.sphinx3-1395B.champsimtrace.xz,50000002,21220323,2.35623,72828,72828,0,0,0,940270,442624,497646,9.9529200000000007,0.52925900000000003,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-1522B,482.sphinx3-1522B.champsimtrace.xz,50000000,18359913,2.7233200000000002,61598,61598,0,0,0,829576,372463,457113,9.1422600000000003,0.55101999999999995,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-234B,482.sphinx3-234B.champsimtrace.xz,50000004,19302479,2.5903399999999999,70421,70421,0,0,0,799170,187378,611792,12.235799999999999,0.76553400000000005,0,0,0,0,0,0,0,0,0,0
spec06,482.sphinx3,482.sphinx3-417B,482.sphinx3-417B.champsimtrace.xz,50000002,23670405,2.1123400000000001,88445,88445,0,0,0,1108826,375909,732917,14.658300000000001,0.66098500000000004,0,0,0,0,0,0,0,0,0,0
spec06,483.xalancbmk,483.xalancbmk-127B,483.xalancbmk-127B.champsimtrace.xz,50000001,103318312,0.48394100000000001,212206,212206,0,0,0,3063440,295352,2768088,55.361800000000002,0.90358799999999995,0,0,0,0,0,0,0,0,0,0
spec06,483.xalancbmk,483.xalancbmk-716B,483.xalancbmk-716B.champsimtrace.xz,50000001,28143945,1.77658,389362,389362,0,0,0,311574,102486,209088,4.1817599999999997,0.67107000000000006,0,0,0,0,0,0,0,0,0,0
